vid	yid	start	end	raw-text	tokenized-text	gloss	split
TmpQJ2sDUcE-00:10:21.200-00:10:23.133	TmpQJ2sDUcE	00:10:21.200	00:10:23.133	This is the first one not the second.	this is the first one not the second	IX hey 1st-one not 2nd.	valid
hVoU7P_QdUQ-00:01:05.233-00:01:18.266	hVoU7P_QdUQ	00:01:05.233	00:01:18.266	The White House's coronavirus response coordinator said anyone who has recently left New York should self-quarantine for 14 days.	the white house's coronavirus response coordinator said anyone who has recently left new york should self quarantine for 14 days	White House COVID respond coordinator comment anyone them recent left New York City_fs move-to must 1-self quarantine 14 days.	valid
hVoU7P_QdUQ-00:03:04.766-00:03:16.366	hVoU7P_QdUQ	00:03:04.766	00:03:16.366	Doctors say upper respiratory symptoms of coronavirus might start with a runny nose or a sore throat.	doctors say upper respiratory symptoms of coronavirus might start with a runny nose or a sore throat	Doctor comment what? their respiratory upper cl:upper-chest+area breathe symptom what? COVID what? or possible start cl:running-nose or sore-throat.	valid
hVoU7P_QdUQ-00:04:59.266-00:05:07.100	hVoU7P_QdUQ	00:04:59.266	00:05:07.100	Spain has overtaken China in the number of COVID-19 deaths.	spain has overtaken china in the number of covid-19 deaths	COVID_fs 19+IX number (alt)die+ since China+IX now IX Spain IX surpass.	valid
hVoU7P_QdUQ-00:08:07.466-00:08:11.400	hVoU7P_QdUQ	00:08:07.466	00:08:11.400	Your body's reaction is dependent on what you are surrounded by.	your body 's reaction is dependent on what you are surrounded by	Your-all body respond what surrounding cl:included-in-1.	valid
B6EREFQ9ElE-00:05:05.900-00:05:11.500	B6EREFQ9ElE	00:05:05.900	00:05:11.500	It is not known when the video will be made available to the public.	it is not known when the video will be made available to the public	They don't-know when_fs that film become available all_fs people can watch.	valid
B6EREFQ9ElE-00:08:27.666-00:08:37.000	B6EREFQ9ElE	00:08:27.666	00:08:37.000	No reporter has ever challenged Trump on the Veterans Choice claim until one reporter did.	no reporter has ever challenged trump on the veterans choice claim until one reporter did	None reporter since challenged IX Trump_fs IX the_fs vet_fs choice_fs choice pah 1 report finish ask.	valid
B6EREFQ9ElE-00:10:19.000-00:10:25.433	B6EREFQ9ElE	00:10:19.000	00:10:25.433	Masks are mandatory except during scenes.	masks are mandatory except during scenes	[Mumble] mask mandate wait except acting cl:mask-off but cl:the-rest mask-up.	valid
B6EREFQ9ElE-00:13:02.300-00:13:09.133	B6EREFQ9ElE	00:13:02.300	00:13:09.133	"It's called, ""Tyson versus Jaws: Rumble on the Reef."""	it 's called tyson versus jaws: rumble on the reef	That name title Tyson_fs vs. Jaws_fs Rumble_fs on_fs the_fs Reef_fs.	valid
B6EREFQ9ElE-00:15:10.533-00:15:12.300	B6EREFQ9ElE	00:15:10.533	00:15:12.300	It was discontinued after two years.	it was discontinued after two years	Launch two-years later next-up stop.	valid
B6EREFQ9ElE-00:15:27.566-00:15:28.666	B6EREFQ9ElE	00:15:27.566	00:15:28.666	I wouldn't mind trying it.	i would n't mind trying it	I don't-mind try_fs.	valid
Hoktff6oQJY-00:00:59.733-00:01:11.000	Hoktff6oQJY	00:00:59.733	00:01:11.000	"President Trump says this week and next week will be ""very painful"" as the virus continues to spread across the country."	president trump says this week and next week will be very painful as the virus continues to spread across the country	President Trump_fs comment this+week next+week calm tough feel pain specific virus (2h)stay-still continue spread all-over country.	valid
Hoktff6oQJY-00:02:15.366-00:02:24.366	Hoktff6oQJY	00:02:15.366	00:02:24.366	On Wednesday the lockdown in Wuhan, China was lifted.	on wednesday the lockdown in wuhan china was lifted	Today Wednesday IX China airport Wuhan_fs IX locked-down closed++ pah open++ finish.	valid
Hoktff6oQJY-00:02:27.633-00:02:32.733	Hoktff6oQJY	00:02:27.633	00:02:32.733	The city's airport was China's epicenter for COVID-19.	the city 's airport was china 's epicenter for covid-19	IX city airport cl:IX-palm where COVID_fs [dash] 19 start spread-out.	valid
Hoktff6oQJY-00:03:10.533-00:03:29.533	Hoktff6oQJY	00:03:10.533	00:03:29.533	The CDC has updated its website to remove dosage guidance on hydroxychloroquine.	the cdc has updated its website to remove dosage guidance on hydroxychloroquine	CDC_fs+IX update_fs update its website what+specific Hydroxychloroquine_fs+IX its follow cl:b-list its dosage_fs how-much amount pill cl:1-palm-list++ now remove.	valid
Hoktff6oQJY-00:06:43.100-00:06:57.600	Hoktff6oQJY	00:06:43.100	00:06:57.600	On Tuesday during the White House's coronavirus task force news briefing, President Trump said his administration is doing everything to address the challenge.	on tuesday during the white house's coronavirus task force news briefing president trump said his administration is doing everything to address the challenge	Yesterday Tuesday while White House COVID task_fs group they their information news_fs inform+speech president Trump_fs comment his admin_fs now action everything address++ IX++ challenge++.	valid
Hoktff6oQJY-00:07:18.633-00:07:23.200	Hoktff6oQJY	00:07:18.633	00:07:23.200	That state is the first place in America to have a major outbreak.	that state is the first place in america to have a major outbreak	That IX state that where America first its spread-out happen IX.	valid
syDWIvL6-hk-00:05:33.700-00:05:45.666	syDWIvL6-hk	00:05:33.700	00:05:45.666	President Trump took to Twitter Saturday slamming the decision to deny testing by focusing the blame on Pelosi.	president trump took to twitter saturday slamming the decision to deny testing by focusing the blame on pelosi	Yesterday Saturday President Trump_fs send Twitter text+send negative comment related-to his decision title excuse+deny test IX said IX IX blame Pelosi_fs. 	valid
syDWIvL6-hk-00:09:14.133-00:09:17.466	syDWIvL6-hk	00:09:14.133	00:09:17.466	Okay, not everything is serious, calm down.	okay not everything is serious calm down	(2h) 1-1 not tru-biz serious everything safe calm-down.	valid
jPvOkmxsKoA-00:03:19.200-00:03:28.600	jPvOkmxsKoA	00:03:19.200	00:03:28.600	Both performances will be held at Emory University's Goodrich C. White Hall, Room 208.	both performances will be held at emory university's goodrich c. white hall room 208	Both (alt)IX+ act where? IX Emory_fs University Goodrich_fs C_fs White_fs Hall_fs Room 208.	valid
jPvOkmxsKoA-00:07:02.166-00:07:13.533	jPvOkmxsKoA	00:07:02.166	00:07:13.533	Last night the new 'Aladdin' trailer aired during the Grammys and many on social media expressed their disappointment.	last night the new aladdin trailer aired during the grammys and many on social media expressed their disappointment	Last night new movie short trailer title Aladdin_fs show during grammy_fs many people them SM_fs cl:1-look-at {NEG} really awful specific.	valid
jPvOkmxsKoA-00:08:35.233-00:08:43.666	jPvOkmxsKoA	00:08:35.233	00:08:43.666	These bears are an endangered species so it is illegal for people to kill them.	these bears are an endangered species so it is illegal for people to kill them	IX bear IX endangered_fs species_fs IX group+them meaning people shoot kill {NO} illegal.	valid
S1HvZQRRIaY-00:02:27.066-00:02:34.766	S1HvZQRRIaY	00:02:27.066	00:02:34.766	France announced it is holding an international architectural design competition to redesign the spire that fell over during the fire.	france announced it is holding an international architectural design competition to redesign the spire that fell over during the fire	France announce international architecture design competition IX again design that cl:spire+IX cl:1+IX cl:spire-fell during fire.	valid
vJdxYw1i2QM-00:08:09.233-00:08:18.566	vJdxYw1i2QM	00:08:09.233	00:08:18.566	We continue to celebrate and honor Deaf heritage month during the coronavirus pandemic.	we continue to celebrate and honor deaf heritage month during the coronavirus pandemic	During now COVID spread happening++ hmm we cl:look-at-ball still continue celebrate honor Deaf heritage month.	valid
KFnSbd2RKJ0-00:00:28.633-00:00:29.633	KFnSbd2RKJ0	00:00:28.633	00:00:29.633	Hello everyone.	hello everyone	Hello out-there.	valid
KFnSbd2RKJ0-00:00:30.133-00:00:31.366	KFnSbd2RKJ0	00:00:30.133	00:00:31.366	Welcome to Sign1News.	welcome to sign1news	(2h)Welcome Sign1News.	valid
9oAD9JRPPIQ-00:00:25.666-00:00:27.333	9oAD9JRPPIQ	00:00:25.666	00:00:27.333	Welcome to Sign1News.	welcome to sign1news	Welcome Sign1News.	valid
9oAD9JRPPIQ-00:00:28.200-00:00:29.000	9oAD9JRPPIQ	00:00:28.200	00:00:29.000	I'm Crystal Cousineau.	i 'm crystal cousineau	Me cl:c-forehead	valid
9oAD9JRPPIQ-00:00:43.000-00:00:50.133	9oAD9JRPPIQ	00:00:43.000	00:00:50.133	A major storm pounded the Golden State with rain, flash floods and mudslides.	a major storm pounded the golden state with rain flash floods and mudslides	IX Golden State IX big storm rain water flood++ mud cl:mudslide+river.	valid
9oAD9JRPPIQ-00:04:45.266-00:04:56.100	9oAD9JRPPIQ	00:04:45.266	00:04:56.100	Dr. Strange, Spiderman, Thor, Hulk, Ant-Man and Black Panther.	dr. strange spiderman thor hulk ant-man and black panther	Dr_fs Strange_fs, Spider-man, Thor_fs, Hulk_fs, Ant_fs man, black Panther_fs.	valid
9oAD9JRPPIQ-00:08:22.066-00:08:33.733	9oAD9JRPPIQ	00:08:22.066	00:08:33.733	The pair shared the video online and were surprised to find out it went viral, racking up over 150,000 views in just a few days.	the pair shared the video online and were surprised to find out it went viral racking up over 150,000 views in just a few days	2-them share their film online shocked their film viral_fs spread-out more-than 150 thousand viewers few days finish. 	valid
e9o20Wskpvw-00:08:08.700-00:08:18.666	e9o20Wskpvw	00:08:08.700	00:08:18.666	His owners say Lieutenant Dan was born without legs but he still lives life to his fullest.	his owners say lieutenant dan was born without legs but he still lives life to his fullest	cl:1-its dog cl:1-its owner comment Lt_fs Dan_fs IX enter IX none legs_fs cl:legs but_fs IX (2h)still-same aggressive live his life+process.	valid
e9o20Wskpvw-00:09:22.466-00:09:29.133	e9o20Wskpvw	00:09:22.466	00:09:29.133	But the story about masks seemed to really catch our viewers attention.	but the story about masks seemed to really catch our viewers attention	But IX story specific mask seem IX many (2h)viewers (2h)look-at attention (2h)look-at hmm.	valid
sFa8c4wh51E-00:03:20.033-00:03:27.733	sFa8c4wh51E	00:03:20.033	00:03:27.733	Customers stood by stunned as they witnessed thieves stealing merchandise. 	customers stood by stunned as they witnessed thieves stealing merchandise	Customers stand (2h)look-at shocked look-at witnesses saw IX (alt)steal+ (alt)grab+ left (2h)stare awful.	valid
_N5zuJa9vJI-00:02:24.733-00:02:39.333	_N5zuJa9vJI	00:02:24.733	00:02:39.333	Deaf running couple Clyde and Nancy Kelly Jones says they will be back next year for the 50th anniversary of the Peachtree Road race.	deaf running couple clyde and nancy kelly jones says they will be back next year for the 50th anniversary of the peachtree road race	Deaf run couple name Clyde_fs Nancy_fs Kelly_fs Jones_fs 2-them comment will back_fs next-year peach+tree road race cl:1-its 50 anniversary year	valid
_N5zuJa9vJI-00:02:46.100-00:02:47.233	_N5zuJa9vJI	00:02:46.100	00:02:47.233	I'm not really a runner.	i 'm not really a runner	Me not really runner.	valid
_N5zuJa9vJI-00:03:05.566-00:03:06.200	_N5zuJa9vJI	00:03:05.566	00:03:06.200	Come on!	come on	(2h)Come-on.	valid
fgbp9mCQX_g-00:00:15.233-00:00:16.633	fgbp9mCQX_g	00:00:15.233	00:00:16.633	Here are the stories for today.	here are the stories for today	Story cl:5-list+recite today.	valid
fgbp9mCQX_g-00:01:56.200-00:02:01.766	fgbp9mCQX_g	00:01:56.200	00:02:01.766	Michigan is dealing with both the coronavirus and now historic flooding.	michigan is dealing with both the coronavirus and now historic flooding	Mich_fs IX since dealing control COVID spread-out hmm now show-up historic flood.	valid
fgbp9mCQX_g-00:05:16.033-00:05:20.666	fgbp9mCQX_g	00:05:16.033	00:05:20.666	That now makes 38.6 million people who applied in the last nine weeks.	that now makes 38.6 million people who applied in the last nine weeks	Comprehensive 9 weeks 38.6 million_fs people apply.	valid
YR7BS6l_95E-00:07:27.166-00:07:36.333	YR7BS6l_95E	00:07:27.166	00:07:36.333	However he did tell the newspaper, Idaho Statesman, that he didn't do anything illegal.	however he did tell the newspaper idaho statesman that he did n't do anything illegal	But however IX did_fs inform Idaho_fs Statesman_fs newspaper IX quote wrong illegal nothing.	valid
oY4zNmRl79Q-00:07:34.033-00:07:44.066	oY4zNmRl79Q	00:07:34.033	00:07:44.066	Looking into the issue, it's apparent that men are twice as likely to wear the same underwear without changing than women.	looking into the issue it 's apparent that men are twice as likely to wear the same underwear without changing than women	(alt)ask+ investigate show cl:1-palm underwear use same-underwear cl:leave-on tend specific men twice beat compare women IX.	valid
